,Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
1667,warisan tradisi dan budaya mana ,0,0,0,0,0,0,0,0,0,0,0,0
1668,semua pemain ke liga inggris sedangkan tidak ada regulasi pembatasan pemain disensor aduh ,0,0,0,0,0,0,0,0,0,0,0,0
1669, usir cina dari negara kesatuan republik indonesia ,1,0,0,1,0,1,0,0,0,0,0,1
1670, disensor otaknya lagi mencampur ,1,1,1,0,0,0,0,0,1,1,0,0
1671, dulu pernah ada review penelitian penelitian yang katanya membuktikan masing in cina food bikin sindrom restoran cina dan waktu hasil hasilnya diteliti ada 1 zat yang umum ditemukan dalam makanan makanan itu tetapi saat itu tidak ditunjuk sebagai penyebab gejala gejala tidak enak ,0,0,0,0,0,0,0,0,0,0,0,0
1672, makanya plonga plongo orang kepalanya tidak ada alias otaknya disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1673,semut kaiju nakal saya mau tanya apakah kamu di dalam tanah tidak kegelapan semut kaiju nakal saya mau tanya apakah kamu di dalam tanah tidak takut disensor ,0,0,0,0,0,0,0,0,0,0,0,0
1674, top nya lagi bisa yang biasa bela penista agama sekarang belaga bela agama wkwk mabuk,1,0,1,0,1,0,0,0,0,1,0,0
1675, muka kamu cabul kalau punya muka sih tapi disensor adalah beraninya anonim ,1,1,1,0,0,0,1,1,0,1,0,0
1676, disensor yang mana dulu ini kak xf0 x9f x8c x9a dan untung dan nya benar kalau tidak sudah ate tabok ,0,1,0,0,0,0,0,0,0,0,0,0
1677,jokowi juga cinta papua jokowi sayangi papua,0,0,0,0,0,0,0,0,0,0,0,0
1678, adminnya disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1679, istimewanya orang ini dimata jokowi tetapi publik tidak akan te ipu oleh penyamarannya dukung peraturan pemerintah pengganti undang undang organisasi masyarakat,1,0,1,0,0,0,0,0,1,1,0,0
1680,terus saja eror jo disensor kamu dari kemarin begitu terus ,1,1,1,0,0,0,0,0,1,1,0,0
1681,aku itu tidak bisa kalau kamu itu dan nsssst disensor ,0,1,0,0,0,0,0,0,0,0,0,0
1682, balas pakai pantun dan dan xf0 x9f x8e xb6 dari banten bawa bekal lewat cengkareng terbang ke blitar dan xf0 x9f x8e xb6 xf0 x9f x8e xb6 beli coklat dimakan di bawah pohon salam dan xf0 x9f x8e xb6 xf0 x9f x8e xb6 xf0 ,0,0,0,0,0,0,0,0,0,0,0,0
1683, kain kafan yang biasa dipakai muslim untuk bungkus mayat adalah tradisi adat budaya yahudi dan yohanes 19 40 mereka mengambil mayat yesus mengafaninya dengan kain lenan dan membubuhinya dengan rempah rempah menurut,0,0,0,0,0,0,0,0,0,0,0,0
1684, marah umat kamu memang gue pikirkan xf0 x9f x98 x80 xf0 x9f x98 x80 xf0 x9f x98 x80 xf0 x9f x98 x80 mati saja sana minum kencing disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1685, biar daerah sekitar bandung berkembang pesat sepe i jatinangor sumedang sepe i juga sekitaran cengkareng berkembang ke daan mogot serpong kamal dan lain lain otomatis dengan infrastruktur yang terus dibangun jar,0,0,0,0,0,0,0,0,0,0,0,0
1686, kalau mau jujur pak ai yang mewakili islam itu hanya ppp hal ini disampaikan habib saggaf al jufri ketua utama al khairat ketika saya bersilaturahmi di kediaman beliau menambah keyakinan se a semangat saya untuk berjuang demi umat bangsa dan dan,0,0,0,0,0,0,0,0,0,0,0,0
1687, itu disensor opp mukanya bulat pipi nya offside lehernya tidak kelihatan wkwk uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
1688,mbah saleh minuman keras oplosan pelarian warga akibat masalah ekonomi sosiolog oi paulus wirutomo menyebut permasalahan ekonomi dan ,0,0,0,0,0,0,0,0,0,0,0,0
1689, plonga plongo pah poh plonga plongo tetapi mau melaporkan ahlinya filsafah memang yang terdepan kedunguannya semoga kalau hukum tidak berat sebelah dan pak tidak terbukti menistakan agama sih janda ini akan dituntut balik,1,1,1,0,0,0,0,0,1,1,0,0
1690, katanya indonesia lenyap 2030 punya pujaan disensor ya pengikutnya lebih disensor dan disensor anak nya pun ikut disensor ,1,1,0,1,0,0,0,1,0,0,1,0
1691,badan eksekutif mahasiswa paling disensor memang tertawa sampai besok xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 xf0 x9f xa4 xa3 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
1692,warga banjar sandang desa bangli baturiti menyatakan sikap dukung pilihan kepala daerah bali damai tolak hoaks,0,0,0,0,0,0,0,0,0,0,0,0
1693, maklum prof yang teriak teriak pasti tidak mengenal kristen saya katolik dan tema gereja katolik tahun ini adalah amalkan pancasila kita bineka kita indonesia karena kita percaya dimanapun kita ditempatkan disitulah kita harus mengamalkan iman iman kita ,0,0,0,0,0,0,0,0,0,0,0,0
1694,ingin juga lagi disensor diciumi begini dimanjakan begini ah idaman banget topnya uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
1695, bedanya yang dulu kepemilikan ri hanya kurang dari 10 yang sekarang lebih dari 51 perlu diketahui freepo bukan maling ia perusahaan resmi yang diberi izin syah oleh disensor terdahulu,0,0,0,0,0,0,0,0,0,0,0,0
1696, betul ada konspirasi yahudi didalamnya kita juga tidak tau ,0,0,0,0,0,0,0,0,0,0,0,0
1697, disensor disensor markojay ,0,1,0,0,0,0,0,0,0,0,0,0
1698,indonesia negara hukum sementara jokowi ubah indonesia menjadi negara kekuasaan yang makar jokowi lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
1699, dasar wkwk manusia disensor ,1,1,1,0,0,0,0,1,0,1,0,0
1700, budaya yahudi yahudi itu agama abraham yang awalnya adalah murni tetapi seiring jaman menjadi tidak murni tentu ada bagian bagian yang sama dengan islam amp kristen dengan islam sama sama tidak makan disensor ataupun sama,0,0,0,0,0,0,0,0,0,0,0,0
1701, disensor mugholadoh ,1,1,1,0,0,0,0,0,1,1,0,0
1702, sebelumnya pakai casio juga rin diameternya lebih besar bulat begitu tidak bikin disensor tapi lupa serinya karena sudah rusak pun ,0,0,0,0,0,0,0,0,0,0,0,0
1703,mabuk keingat yang dulu dulu mrebes mili disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1704, kata rakyat kecil makin lama kalian makin tidak jelas ,1,0,0,1,0,0,0,0,1,0,1,0
1705,coba kalau prabowo sampai level office boy saja bakal disebut perannya jokowi ini hanya klaim saja turunkan uniform resource locator,1,0,1,0,0,0,0,0,1,0,0,1
1706,bantu bagikan bro ,0,0,0,0,0,0,0,0,0,0,0,0
1707, alah disensor baru mau mengirim ,0,1,0,0,0,0,0,0,0,0,0,0
1708,insya allah pemimpin bersatu dengan ulama ulama hanif indonesia berkah amin ,0,0,0,0,0,0,0,0,0,0,0,0
1709, masa jam 7 an sudah mu tidur ya aku mengganggu terus km malam jumat disensor jumat malam harus disensor lagi sama dek nung uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
1710,orang cina adalah bebas selama sih mukidi ada keahlian disensor hanya 1 tukang tipu disensor adalah begitu disensor enggak ketulungan plonga plongo mengakibatkan optimisme berlebihan 2019 ganti presiden plonga plongo dunning kruger effect,1,1,0,1,0,1,0,0,0,0,1,0
1711, lah terserah gue dong gue kan mau memaki disensor haha lucu banget disensor disensor satu nih awalnya sok iya tiba tiba memberi data ingin kelihatan pintar di mata disensor disensor yang lain haha tidak sadar dia keceplosan keterusan memaki agama i,1,1,1,0,1,0,0,0,0,1,0,0
1712,bioskop transisi ekonomi ala arab saudi,0,0,0,0,0,0,0,0,0,0,0,0
1713,lihat orang lagi sulit bisa bisanya tidak mau bantu lihat nanti pas kamu susah tidak ada yang bantu disensor kamu disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1714, adek ustad yang otaknya nangkring di dengkul sampai susah jalan kalau tidak dibantu amplop tetap dibiarkan mengoceh ke utara kidul adik ustad memelihara jenggot disensor doyannya jadi provokator bersantai santai saja dia tidak diapa apakan adik ustad perutnya bun,1,1,1,0,0,0,1,0,0,1,0,0
1715,eh disensor awas saja sampai sih biru biru itu bawa orang ke back stage gue kepret pakai ahgabong disensor ,1,1,0,1,0,0,0,0,1,0,1,0
1716, yang dua ini cocok diejek disensor xf0 x9f x98 x81 xf0 x9f x98 x81 memang bom kampung tidak bisa kasih mati orang ,1,1,1,0,0,0,0,0,1,1,0,0
1717, luar biasa seorang gubernur disambut oleh presiden,0,0,0,0,0,0,0,0,0,0,0,0
1718, disensor dong ,0,1,0,0,0,0,0,0,0,0,0,0
1719, sekelas presiden tidak paham aturan indonesia bisa hancur kalau begini terus 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
1720, cindy mau disensor ,0,1,0,0,0,0,0,0,0,0,0,0
1721,disensor disensor nya jelas sekali yang teriak huuuu ke bapak taufik ismail hafizhahullah uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
1722,pada momen kegiatan budaya ini telah direncanakan akan ada ribuan warga badui yang membanjiri kota serang exciting banten seba baduy generasi pesona indonesia cilegon,0,0,0,0,0,0,0,0,0,0,0,0
1723,disensor disensor sinyal ,0,1,0,0,0,0,0,0,0,0,0,0
1724, xe2 x80 x9c xe2 x80 x9d dan memperhatikan warga pasar yang masih disensor bagi dirinya dalam diam ,0,0,0,0,0,0,0,0,0,0,0,0
1725, xf0 x9f x8c xb9tomohon juga merupakan pusat pembelajaran agama kristen dan katolik ada tempat khusus untuk berdoa dan meditasi yang disebut bukit kasih sebuah tempat suci yang indah dan tenang tomohon international flower festival ,0,0,0,0,0,0,0,0,0,0,0,0
1726, kepentingan nasional berbicara sama ember sana berbicara tidak punya data cuma modal disensor sama ludah nenek nenek bunting juga bisa ,1,1,1,0,0,0,0,0,1,1,0,0
1727, disensor balita mulai bopeng iya ,0,1,0,0,0,0,0,0,0,0,0,0
1728, menghadapi disensor harus santai mbak kalau kita santai tetapi mengesalkan bikin disensor emosi tinggi xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,0,1,1,0,0
1729, bravo buah tak jatuh jauh dari pohonnya kalau pohonnya baik buahnya baik kalau pohonnya disensor buruk buahnya ,0,1,0,0,0,0,0,0,0,0,0,0
1730, ada yang aneh dengan bapak kalau komisi pemberantasan korupsi di bubarkan yang ott maling maling rakyat siapa ,1,0,1,0,0,0,0,0,1,1,0,0
1731,selain karena faktor alam kerawanan lainnya karena faktor non teknis sepe i adanya pelemparan terhadap kakak yang sedang melintas ,0,0,0,0,0,0,0,0,0,0,0,0
1732, seorang pemimpin yang baik amp berkualitas adalah yang senantiasa mencari jalan penyelesaian yang kondusif buat rakyat bukan hanya bijak menggelak dengan menyalahkan orang lain akhir zaman ramai di kalangan umatku adalah orang disensor islam si,0,0,0,0,0,0,0,0,0,0,0,0
1733,aparat sipil tentara nasional indonesia kepolisian republik indonesia yang belum punya rumah akan di sediakan presiden jokowi 17 april 2018 ,0,0,0,0,0,0,0,0,0,0,0,0
1734,gosip itu dibuat oleh orang iri disebarkan oleh orang disensor dan diterima oleh orang disensor xe2 x80 xa6 uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
1735, mohon dibantu saudara saudara ahmadiyah depok masjidnya disegel pemerintah daerah dulu pemilihan presiden coblos jokowi jika ,1,0,0,1,1,0,0,0,0,0,1,0
1736, hehe biasa tidak menyanggupi debat terus gue dituduh cina tipikal disensor disensor ,1,1,0,1,0,0,0,0,1,0,1,0
1737, dimanfaatkan untuk politik disensor ,0,0,0,0,0,0,0,0,0,0,0,0
1738, jokowi agus harimurti yudhoyono lawan prabowo belum tau siapa 2019 ganti presiden 2019 presiden baru asal bukan jokowi,1,0,1,0,0,0,0,0,1,1,0,0
1739, siapa itu ustad gim gim begitu namanya lupa aku yang meminta ujaran disensor dan disensor dihentikan yang semestinya dihentikan adalah ujaran disensor dajjal dan lain lain yang lebih tak pantas xf0 x9f x98 x9b xf0 x9f x98 x9b xf0 x9f ,1,1,1,0,0,0,0,0,1,1,0,0
1740, boleh deh nangkring asal jangan nangkring di pohon ya nanti susah bedakan kamu sama disensor ,0,0,0,0,0,0,0,0,0,0,0,0
1741,burung dara terbang ke hulu burung nuri sayapnya biru satukan suara saat pemilihan umum kita pilih presiden baru mancing ikan di waktu malam ikan dimakan dicampur ketan ayo menangkan pak ai islam kita hancurkan pak ai disensor allahu akbar ,1,1,0,1,1,0,0,0,0,0,0,1
1742, kalau khalifah bagaimana prof kan sudah sunatullah pastinya tuhan tidak menunjuk malaikat maka dari itu ada yang iri hati dan enggak setuju kemudian dinamakan disensor tugas manusia sebagai khalifatullah untuk mengambil hikmah kebijaksanaan dari keduanya dan dan xf0 x9f x98 x8c xf0 x9f x98 x8c xf0 x9f x98 x8c xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,0,0,0,0,0,0,0,0,0,0,0,0
1743, dimana pun yang menggunakan sistem pemilihan langsung incumbent selalu diuntungkan oleh karenanya masa jabatan presiden dibatasi kalau tidak bisa bisa 32 tahun dipimpin oleh satu presiden ,0,0,0,0,0,0,0,0,0,0,0,0
1744,telah berlangsung pernikahan di kepala saya teknologi alam dan budaya sekiranya akan lahir keturunan yang membuat siapa saja ternganga ,0,0,0,0,0,0,0,0,0,0,0,0
1745,ya allah sinyal axis disensor banget sudah ,1,1,0,1,0,0,0,0,1,0,1,0
1746, tau ah berbicara saja sama disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1747, jempolnya kelebihan disensor ,0,1,0,0,0,0,0,0,0,0,0,0
1748, lagi membela diri sekaligus mencari pembelaan ini itu sekalian cari sensasi juga ya dan gua kalau jadi kamu tidak bangga belajar 2 mata pelajaran doang disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1749,besok besok kalau agak disensor salahkan pentagon ,0,1,0,0,0,0,0,0,0,0,0,0
1750, bawang putih orang disensor cina paham disensor awas bawang putihnya tar bikin negara di indonesia ,1,0,0,1,0,1,0,0,0,0,1,0
1751, wkwk admin disensor kuadrat ,1,1,1,0,0,0,0,0,1,1,0,0
1752,sebelumnya 3 bank badan usaha milik negara tersebut meminjam uang dari cina kepada publik pemerintah mengatakan pinjaman tersebut untuk bangun infrastruktur tapi nyatanya sebagian besar digunakan untuk memfasilitasi cina menguasai newmont ini adalah perbuatan kongkalikong,0,0,0,0,0,0,0,0,0,0,0,0
1753,jawa timur anti berita hoaks pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
1754,masih kepikiran juga sama air mineral yang tadi pagi baru diminum sedikit pas menyetir tapi tidak sempat habiskan karena kebelet disensor yang akhirnya keburu imsak ,0,0,0,0,0,0,0,0,0,0,0,0
1755, weh bagaimana ini bisa gawat citranya disensor ,0,1,0,0,0,0,0,0,0,0,0,0
1756, apes ini disensor orde baru ya sah sah saja mimpi balik ke orde baru ,0,0,0,0,0,0,0,0,0,0,0,0
1757,potensi lokasi harus kita pelajari untuk daerah atas menoreh sabrang kidul purwosari girimulyo sangat cocok untuk be anam salak pendongkrak ekonomi sehari hari,0,0,0,0,0,0,0,0,0,0,0,0
1758,twit in english tak bermakna dia budget hot twit banyak melayu tak bermakna dia sok kampung twit islam tak bermakna dia budget alim ,0,0,0,0,0,0,0,0,0,0,0,0
1759, waduh yang begini mending bikin google borang saja takutnya yang ngerap diusili sama cowok cowok disensor ,0,0,0,0,0,0,0,0,0,0,0,0
1760, alah disensor kacang lupa kulitnya memaki jyp ,0,1,0,0,0,0,0,0,0,0,0,0
1761, tidak disensor seok jin hyung lebih cocok lembut ,0,0,0,0,0,0,0,0,0,0,0,0
1762,cinta memang tidak disensor cinta yaitu suatu hal yang murni luhur se a dibutuhkan yang disensor yaitu seandainya cinta itu menguasai dirimu tanpa satu pe imbangan ,0,0,0,0,0,0,0,0,0,0,0,0
1763, islam nusantara tidak ada bedanya sama disensor nusantara ,1,1,0,1,1,0,0,0,0,0,1,0
1764,tiba tiba pada sadar bahwa bahasa disensor disensor tidak pantas setelah sekian lama menebar bahasa dengan segala sara dan kebencian terus kata kata disensor cina partai disensor indonesia dan sebagainya disensor ,1,1,0,1,0,0,0,0,1,0,1,0
1765, bukan hanya korup om partai demokrasi indonesia perjuangan ternyata punya banyak skill terpendam dan nurl,1,0,0,1,0,0,0,0,1,0,1,0
1766,aye senang banget dengan melihat foto ini kemesraan presiden jokowi dengan ulama,0,0,0,0,0,0,0,0,0,0,0,0
1767, apaan kalian belek disensor xf0 x9f x98 xa4 berbicara gue dari belakang kan xf0 x9f x94 xa8 xf0 x9f x98 xa4 ,1,1,1,0,0,0,0,0,1,1,0,0
1768,masuknya jokowi sebagai tokoh muslim yang berpengaruh di dunia berdasarkan lembaga survei the muslim 500 merupakan bukti perjuangan presiden kepada umat muslim di indonesia tokoh muslim berpengaruh the muslim jokowi muslimin indonesia media indonesia,0,0,0,0,0,0,0,0,0,0,0,0
1769,ancuran disensor burung adalah hancuran disensor burung ,0,0,0,0,0,0,0,0,0,0,0,0
1770, oh iya sama kayak trans papua be ahap dan selesai di jokowi dan bilang terima kasih ke pemimpin sekarang kalau tidak selesai dan selesai presiden selanjutnya ya bilang terima kasih ke selanjutnya benar kan ,0,0,0,0,0,0,0,0,0,0,0,0
1771,5 presiden mestinya dalam posisi yang sudah dekat sepe i ini setiap dua minggu itu ada publikasi untuk media nasional maupun internasional harus rutin diadakan dalam rangka mempromosikan asian games ke 18 ini jokowi pacu promosi asian games yuk,0,0,0,0,0,0,0,0,0,0,0,0
1772,aku tidak nge i puisi sih tapi minggu lalu pas menonton acara di bentara budaya kok suka ya pas baca ini ya kali saja ada yang tau terus mau kasih referensi lain ,0,0,0,0,0,0,0,0,0,0,0,0
1773,jiun tidak salah pilih taehyung v bts sebagai idolanya dan disensor beruntung banget punya fanboy spe i jiun xf0 x9f x92 x95 xf0 x9f x92 x95 kesayangan ku xf0 x9f x98 x97 xf0 x9f x98 x97 ,0,0,0,0,0,0,0,0,0,0,0,0
1774,tidak menyangka ternyata susilo bambang yudhoyono dulu pernah difitnah juga sepe i jokowi sekarang tapi susilo bambang yudhoyono bukan diktator kayak jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
1775, ogah yang mengajak pilih jokowi pasti disensor ,1,1,0,1,0,0,1,0,0,0,1,0
1776, kalau disensor otak jangan dipelihara ,1,1,1,0,0,0,1,0,0,1,0,0
1777, matamu disensor a duit tidak ada memaksa beli hutang belum release baru mau disiapkan 11 bank sudah koar koar nanti waktu bayar dana tidak ada jawabnya bukan urusan saya disensor plus kocak diambil semua ,1,1,1,0,0,0,1,0,0,1,0,0
1778,laki laki itu memakai cincin tengkorak sepatu berwarna putih tahi lalat di dagunya perempuan itu bermata disensor berambut panjang dan manis senyumnya sederhana cinta mereka turut membuat aku bahagia ,0,0,0,0,0,0,0,0,0,0,0,0
1779, apabila pembeli menemukan barang yang dibeli di gerai hauz tidak sesuai atau disensor saat pembelian maka hauz menjamin pengembalian barang dengan harga yang sama selama 7 hari syarat dan ketentuan berlaku haus mini quiz hazid dan disensor kawan ikutan,0,0,0,0,0,0,0,0,0,0,0,0
1780, yakin kamu sekolah agama kamu merah ya waktu sekolah kapar disensor barang barang kamu memang made in saudi paling handphone cina kasihan gue sama hidup kamu jangan disensor ya jokowi 2 periode ahok bebas tahun depan tuan guru bajang sudah,1,1,1,0,0,0,0,0,1,1,0,0
1781, disensor kaleng ,1,1,1,0,0,0,0,1,0,1,0,0
1782, disensor kamu apes dimata kamu selalu salah pakde jokowi dan pemerintahan ini prabowo lah yang benar dimata kamu,1,1,1,0,0,0,0,0,1,1,0,0
1783,kenapa hutang banyak di atas empat ribu triliun amp sepe inya disengaja untuk menambah utang baru disensor jokowi tidak punya rasa nasionalis tidak pancasilais dan prediksi saya memang di sengaja untuk hancurkan negara kesatuan republik indonesia biar tergadai ini ibu pe iwi terjual sama as,1,0,1,0,0,0,0,0,1,1,0,0
1784,korban dari disensor disensor bukanlah angka kecil jumlahnya tak tanggung tanggung 100 juta darah manusia tercecer dari paham yang menghalalkan segala cara ,1,0,1,0,0,1,0,0,0,1,0,0
1785, tren tren sepatu sepe i apa sehingga siapapun apa eeeeeeee tren itu akan me meee membentuk sebuah pasar pasar sepe i apa yang apa pada dua hari ini eee pameran di sini ,0,0,0,0,0,0,0,0,0,0,0,0
1786,ini semua berawal dari ahok disensor yang dibela aparat para kristen se a cina disensor yang lain semakin berani menghi uniform resource locator,1,1,0,1,1,0,0,0,0,0,1,0
1787,orangnya amien sih tua belah agama itu hak anda tapi sayangnya otak maling teriak maling dan resmi ditahan komisi pemberantasan korupsi,1,1,1,0,0,0,0,0,1,1,0,0
1788, disensor kamu disensor ,1,1,1,0,0,0,0,0,1,1,0,0
1789,benowo se a budaya papua filosofi dari konsep ini adalah bendera merah putih sebagai bendera indonesia yang dapat menyatukan belasan ribu pulau dan keberagaman budaya yang ada di indonesia mencintai karya anak bangsa,0,0,0,0,0,0,0,0,0,0,0,0
1790,vivo v9 grand launch disiarkan langsung dari candi borobudur dan 12 stasiun televisi nasional jadilah saksi perpaduan sempurna antara teknologi mutakhir budaya dan fashion pada 29 maret 2018 jam 8 malam vivo vivo vivo,0,0,0,0,0,0,0,0,0,0,0,0
1791,tionghoa katanya kayak kok pada putus sekolah kebanyakan dugem ,1,0,0,1,0,1,0,0,0,0,1,0
1792, ya sudah mundur saja pak kalau tidak anda membunuh dua ratus enam puluh juta rakyat dengan perlahan,1,0,1,0,0,0,0,0,1,1,0,0
1793,gubernur jawa timur meminta perbaikan jembatan widang selesai h 15 lebaran,0,0,0,0,0,0,0,0,0,0,0,0
1794, ingin disensor goblokan tapi masih pagi ,0,1,0,0,0,0,0,0,0,0,0,0
1795, ancam ancaman kayak disensor saja disensor ,1,1,1,0,0,0,0,1,0,1,0,0
1796,awak berdoa sih setya novanto itu cape mati mudah mudahan setya novanto mati nya di dalam banda uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
1797,apakah anda jujur menabikan muhammad yang catut nama tuhan legalkan kejahatannya pak lukman ,1,0,0,1,1,0,0,0,0,0,1,0
1798,gue lama lama trauma beli pulsa kalau kesedot mulu disensor tidak tri tidak indosat sama saja kayaknya xf0 x9f x98 xad ,1,1,0,1,0,0,0,0,1,0,1,0
1799,ulama adalah mereka yang memiliki kedalaman ilmu yang melihat dan menyikapi masyarakatnya dengan kasih sayang mari muliakan mereka ,0,0,0,0,0,0,0,0,0,0,0,0
1800, apa menulis spo ifitas saja salah harusnya kan spo ivitas baru benar ahai disensor kaleng kena goreng lagi memalukan sih disensor warung internet xf0 x9f x98 x82 xf0 x9f xa4 xa3 xf0 x9f x98 x82 xf0 x9f x98 x82 ,1,1,1,0,0,0,0,1,0,1,0,0
1801,capai 96 presiden jokowi akan tinjau progres pembangunan bandara ke ajati ,0,0,0,0,0,0,0,0,0,0,0,0
1802, yang di khawatirkan partai disensor indonesia teriak partai disensor indonesia ,0,0,0,0,0,0,0,0,0,0,0,0
1803, ya iyalah minion kan tidak main di md1 jadi duo daddy naik dari md2 ke md1 fajar ardianto naik dari md3 ke md2 ,0,0,0,0,0,0,0,0,0,0,0,0
1804, makanya tuntut golkar agar pecat setya novanto dari dewan perwakilan rakyat dan pembelanya mundur dari pimpinan kalau punya malu,1,0,0,1,0,0,0,0,1,0,0,1
1805, negara ini sudah terjual inilah hebatnya dekat lek jokowi itu negara sudah di keteng dan sudah ada dua kuasa pemerintah di negara ini calon pegawai negeri sipil tahun ini di khususkan untuk sinamata disensor sudah memerkosa negara sendiri pengkhianat dasar partai disensor indonesia ,1,1,1,0,0,1,0,0,0,1,0,0
1806, disensor disensor mana itu xf0 x9f x98 x82 ,1,1,1,0,0,0,0,1,0,1,0,0
1807, kalau saya tertawa disensor dua duanya itu kenapa ,0,0,0,0,0,0,0,0,0,0,0,0
1808, eh disensor dimana ,0,1,0,0,0,0,0,0,0,0,0,0
1809, baca berulang ulang tetap tidak nge i gara gara libur terus jadi disensor lama lama ,0,1,0,0,0,0,0,0,0,0,0,0
1810, xe2 x80 xa2 tinggi 173 cuma dan dan xe2 x80 xa2 berat 47 kg dan dan xe2 x80 xa2 ciri fisik dan tinggi dan langsing dan mata disensor dan hidung mancung ,0,0,0,0,0,0,0,0,0,0,0,0
1811, saya jadi teringat bu vero selama hari hari menemani pak ahok sebagai gubernur daerah khusus ibukota jaka a dan ketika menjalani sidang atas penistaan agama saya melihat ketabahan beliau sungguh kepribadian yang teguh ,0,0,0,0,0,0,0,0,0,0,0,0
1812, ahok tidak disensor islam dia korban politik keji anak bangsa dengan prestasi dimatikan yang disensor siapa coba ,1,1,1,0,0,0,0,0,1,1,0,0
1813, disensor kebanyakan istilah tapi tetap saja hasilnya 0 ,1,1,0,1,0,0,0,0,1,0,1,0
1814,well sudah be aun tahun hidup di dunia sudah bergaul dengan banyak orang mungkin haha tetap saja tidak pernah nyaman kalau sudah bicara tentang warna kulit mata disensor mama itu orang sunda asli menikah sama papa yang keturunan orang cina ,0,0,0,0,0,0,0,0,0,0,0,0
1815, wah disensor kapal kok bisa mengganggu ekosistem dan menjadi disensor untuk biota laut ikan ilmu baru ya ,0,0,0,0,0,0,0,0,0,0,0,0
1816,sukses 1 sukses prestasi 2 sukses administrasi 3 sukses pelaksanaan 4 sukses ekonomi 5 sukses menjadi warisan dan kebanggaan bagi generasi selanjutnya cc asian games 2018,0,0,0,0,0,0,0,0,0,0,0,0
1817, speaker parlemen hutan rimba yang speaker dia adalah ungka jadi para ahli yang berhormat yang ikut kepala disensor pak i beruk beruk nyanyuk adalah kera kera yang tak cukup makan ikut sajalah dan parlemen malaysia umnobn parlemen hutan rimba taman negara ,1,1,0,1,0,0,0,0,1,0,1,0
1818,ada yang hobi berutang jual aset sibuk segala urusan jual isu radikal impor hasil tani ternak impor tenaga kerja disensor amnesia pura pura lupa dan miskinmoralitascuihhh dan rakyat dibuat plonga plongo rupiah empat belas ribu hari sudah tidak miskin lagi dan xf0 x9f xa4 x94 xf0 x9f x,1,1,1,0,0,0,0,0,1,1,0,0
1819, demo lagi sana ke komisi pemberantasan korupsi tetapi bawa pasukan nasi bungkus yang lebih banyak biar tidak memalukan xf0 x9f x98 x82 xf0 x9f x98 x82 xf0 x9f x98 x82 ,0,0,0,0,0,0,0,0,0,0,0,0
1820,halaqah amp silaturahmi ulama se lampung penyerahan mandat calon wakil presiden ke cak imin the next wakil presiden cak imin calon wakil presiden 2019 ,0,0,0,0,0,0,0,0,0,0,0,0
1821,disensor hati bukan disensor mata ok ,0,0,0,0,0,0,0,0,0,0,0,0
1822, untungnya gereja katolik tidak denial terhadap kebobrokan masa tersebut dan mereformasi gereja xf0 x9f x91 x8d ,0,0,0,0,0,0,0,0,0,0,0,0
1823,isis al qaedah dan berbagai aliran khawarij lainnya bahaya laten terhadap islam dan umat islam,0,0,0,0,0,0,0,0,0,0,0,0
1824, kebanyakan minum kencing disensor nih ,1,1,1,0,0,0,0,0,1,1,0,0
1825, ketua komisi ih yakin jokowi tolak penghapusan pilihan kepala daerah langsung ketua komisi ih,0,0,0,0,0,0,0,0,0,0,0,0
1826, asal tidak bilang yang mana tidak apa apa begitu kalau dia berbicara semua umat beragama itu disensor tidak apa apa juga yang penting dia tidak bilang umat islam begitu logika disensor kalau bilang kitab suci malah lebih parah a inya dia menghina semua agama k,1,1,1,0,0,0,0,0,1,1,0,0
